,NU_INSCRICAO,NU_NOTA_MT
33,fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,500.5303399521857
34,a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,517.4212498017648
35,f8d4f9a26c5f2023c33701a8888f9c02513a02c7,469.05023347059256
36,9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,476.87330000772715
37,59bfa081e020013410d9f60f91813964ba749bb2,423.7383440115661
38,f5e069ee3bc95998464e8ff5da048b7f999921ed,394.73986678425297
39,e02240b518016d03a1b5bcc6d0a37b7a527ea93d,590.7587691910985
40,664f44258212a1f7e4086f2b4845d586c543fa3f,478.65857183090975
41,265cd7befa74a9f2a198fc57baec9858075f8419,407.4176140033718
42,6f9ac44919bbd204e0ef15185388fd2d4bc61253,503.1806017872466
43,78de1ee60b55766cc3eba4089e36c57139b66ebd,462.5504038286883
44,24550edb10f283ef4e953fd6a8fedbfa211bd456,-2.8175286806471718
45,1e61a474acdc043eb39a89c17fab34bd2ea1a940,428.61451831678505
46,940af68ded6af2875708611051aa7ff3f134d80b,506.7089995604578
47,e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,466.3046091881999
48,c76ddf6e9f80984e901b12f9462a3cf029bea290,483.4963775186859
49,7d39df837488ca3fa6e512fd9e20ec7753b4c36d,480.80701283979977
50,65bba36aa15f0c4ef3562ea56c125d931bc4ed63,164.0496558623365
51,1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,104.05158157802751
52,92823d467a2ced9529801e0e8a94802dd88f0c17,470.0653540465349
53,9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,592.3851179642782
54,413cbb38b2e2522f8167ffb9daeac1347b281393,486.9807674664596
55,68985fad004092956a4b4ce94dd53dc76d07eaf7,490.2274913107535
56,bdca9aeb19521675af15f2c28d86f6bebc45a834,523.3662134235642
57,b65b19d42b7a4b644fe9f99366dcb37b120862d9,454.7111630179165
58,eda898aa8ec465cbac70de72ead0c6d688e5f95a,473.7021619739366
59,5357b6c09be4c7f3829b72f80de846a9228253cb,-2.8175286806471718
60,8d5c4481d736f6ce27976e400f4245bf10757608,452.22916725607314
61,226b53de56347e3f9b52c8e0ab811fb82e96b3fb,-2.8175286806471718
62,089613ac7dca24109f84c72a97c83b2768b1df1c,-2.8175286806471718
63,527773409bf373301dbd835e59a263c035c043b8,-2.8175286806471718
64,45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-2.8175286806471718
65,c4cea54435c0fd0e171eed4c215479bb3ca86113,466.7917085975955
66,7d5cd89c6112b9a202a025a24355135bc60848c6,505.2329883278357
67,b70ab62384aa80545928a311f5b5d3db2f4d87ee,535.1556100088303
68,c96431dd924f366d2229a7f1455388b8cd85be49,595.3755622328226
69,1b72da5bb82cc150ecfe71218c02f155d694230b,-2.8175286806471718
70,e429507efe1c2680cc464481850117d17083cd88,-2.8175286806471718
71,dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,418.4144489086146
72,e724482370ae6126008ade80b564ad8d8a0a7cbd,470.81317369156346
73,2ef4e2788e2f815f9a885c899f75d5dfeb234a02,558.2577912189743
74,c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-2.8175286806471718
75,e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,523.2119558890188
76,7f898f8939ae054359f83ee154bb91bc7dd2c959,564.2252699608259
77,3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,444.1498198058214
78,82e3b12c6366008fabc238f299f117074e78de5d,399.1939458586493
79,0d838be0e718ceb786cdb10fcc12559e00440240,513.6697691161608
80,1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,457.513411142096
81,5a9d89465845ac2d81366275cbb1a81d627efd36,-2.8175286806471718
82,c83fe640ba466ba904ac1055e53a875289888797,461.6363871193788
83,8855ae8971b9bd9b02c45a82c6c894a2e76ca542,479.3341827219686
84,a2945f1e7fbadac669590b7d9fafb6c900bca3d0,382.79125470559455
85,328639a0c753715c30a58bae70c82f2101153eb3,468.59249213570644
86,ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-2.8175286806471718
87,643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,530.2923826744618
88,f56746cc2900258507d2b32c126f8db090db856f,482.1794901896358
89,1a4963b5fea8bb25c67750cdafbe84b01efad177,440.879083563824
90,b520c940e62f4ed684417e7eacf00d85752060da,465.6940268638225
91,2e170cf2651ed448991af6fc5df15167733b2d8f,503.35346788843395
92,6efdd93a0ae289be6bb5a400bfc1deb077d75886,420.6775367703752
93,72ac2acc787d8cba0934cca3810ac091d792c8db,531.0971027204753
94,92a25eee14554806f081869cc9dac868fd1860fb,477.6628725709333
95,1f12a9b01eb9ef227a5482f498f3354bd485d9a3,406.11586974909534
96,acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,484.8972776386978
97,7ec2f787b9f57044bd98c0d4854f521c9f9ec635,555.3372751187608
98,e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,480.0781222796979
99,1730807e4916c5f7e8ab21e02ac5657bcea3e732,-2.8175286806471718
100,b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,469.48910494728625
101,1a46d99716282410d1170f0f35069b34e34415d4,350.79551728118213
102,0467e022da4ef897f666bc76f31e1bc8976f7e92,531.5667768898102
103,993aca0d5eac6741117947c82a3647102096255e,465.1180950688477
104,94c96ade6ade21deb080bba6aad537fc4f195d47,492.71395914254725
105,36bb672077a46a3e4755cef90437a616d28bdf23,450.22324703653646
106,e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,355.8229840092297
107,328ca19128d276eb4fbc309c54ec7f346c803d2f,691.1967223058521
108,27cdb62f0a2a5467efeb30aafbf246ed2320c532,346.3604330911234
109,c52cae37c3653620bbec72264c502f45ca2a8671,-2.8175286806471718
110,f9ef2695eb0986666093945894b8f2fee351bf22,534.3758458670738
111,2178c497293d0cab01ce74f5105b1a398fb12d8e,-2.8175286806471718
112,e21faa0c07406dde71ec02f266b19b314ba8b0e2,-2.8175286806471718
113,8a021391cdaac100dab56c59284bd50137a74129,529.5285323632879
114,12ee0df69325d97cb95404958c4acf4112aeab8a,-2.8175286806471718
115,b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,503.14732220078184
116,66cf0f8b5af2466f9616fd15c0c10344df84982a,-2.8175286806471718
117,720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,492.3500021274796
118,60edc5708acd60680891ea15379dd07c7a5924ff,-2.8175286806471718
119,b9f786712775e0d1d735398d710b01f404c985a3,437.87653546779575
120,564958997e204bda06fbe90afc4722805c78a855,550.0848625895142
121,36f38ea81d1305770cd5153f1e1667fe8a1eb47f,411.49691876032944
122,527098f4ee3ceb5c393981930d23b8fe154f4db9,-2.8175286806471718
123,5a42c3f801e77d628649a6c34f3a4e5b80f232f7,483.88441480389434
124,8296743fdd105ce9183561cf5b359b0a3781465e,453.61346483268443
125,a3b79e8c739832c77df2ba6bcdb23a7518155a33,-2.8175286806471718
126,6602c7f15a1fdd082265b64976448c6809df792d,468.5304653234927
127,31ae66f0fe024acae4490915c348e487f2367574,520.7790827859353
128,81901aa980653106e64863d957387d24e2c00af3,401.2248925931931
129,28e10d1bd0b6effe0edd503446ebda948ad240ad,430.3735870146597
130,53a7ee52a87f80241e2ca13c923e06b72bf3a059,436.4094035799807
131,50be5f75fdaedae454b0c3d63b7277854bd08d8f,118.93304151247264
132,82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-2.8175286806471718
133,0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,584.2806938553817
134,d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-2.8175286806471718
135,02681b5c893b94db204713cb4b20dde6fc3f2f95,532.9433864226248
136,6ce4c0e0784b3881b36b3d1c047ac6ad121681da,476.5037776697906
137,829dd51f77f3ae74c2216de2d86139bd0a03367c,-2.8175286806471718
138,28c6829e69879bc1d34db1cd51b89562d3cc596b,529.0160877450137
139,ecb9f0d7a261c9f27865ea22f2e643701f721eb6,489.3144306288376
140,96715a069fbcb2e84b26a01563921962ccc4601e,-2.8175286806471718
141,923538833160e8432636c88e8119378a43b3d766,449.1375859221892
142,aacb834258765a2959ee63c57d2be4923d11a696,441.7831853066881
143,c32e484025571dd94255a77f21de08ab8d2aaba8,461.3227180112901
144,d425deeec0a3c7006f14d732eff8933d5155067f,461.9896107978053
145,f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,509.10347680211385
146,716a178e9a6f7791b820da77879943ac9040a547,475.7502020404802
147,430212cd8767ef2bff8cda0f61729203fef7523e,401.25189103273715
148,e97d33221238e445688a0e984778d4ecac788be2,531.6883691177181
149,695c9481580951d830c4431fc6c9dee778ba9ca1,-2.8175286806471718
150,4bc5712bdb9067b1814e969e71d5cdad59bb38d4,496.2265069366938
151,0411742cbb54fe1b6927b25f0bb52b885828c828,373.3998242978916
152,780505a9d5fc3c6da53686c0cc8bd871f4db00bc,399.74192316675845
153,bc40729846bf209b06e2a9a890e01d4e6780f5b4,-2.8175286806471718
154,e4e7a38b58319ad0a5cde4848622b21783c907e9,500.78097224223444
155,9c5a0a82074c75cb072752d71da42b9c6c27b0a3,544.3472499893926
156,aec1b63c3f0c9554e533752d8fe138ca82101d4a,415.812250989265
157,4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,510.11837670531924
158,4b48d500ba4410546ce01f7f6d44bcbafa73994f,398.58241267955026
159,edf33c347c866d26872f540bcc1f6ae415f3294c,464.770848183003
160,54f4e6037b9d1eb4a2a134306d37176787f1c1d3,536.93616334628
161,3a265ea6ebdc4eb2520db912adf5592f03b3d634,445.13275222417144
162,99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-2.8175286806471718
163,0ade5488fd62db34c11a369bdbb4327faacc1635,-2.8175286806471718
164,e418fbb77e6ff4103205f3b7f6a66d53183d809b,435.475934108191
165,8ddbfe70cd41135cb6f125335a48d100789edbf7,407.2905067411143
166,fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-2.8175286806471718
167,1d3e406d0223d4cb0328850d689ba9fcadf62776,450.686849903671
168,67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-2.8175286806471718
169,ecaf075653faf2dcdf946c0ce50629f5083347c0,387.62637407559146
170,7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,519.072996947182
171,d43894c5e83bb3a7e5000636295b0b050de19309,-2.8175286806471718
172,5b7877d12550dd35d27a02b66a13f2a27bce11ca,411.044140321977
173,18f800ec03e33ebad5fb97aa8465dd3e5961337e,410.94981370533793
174,bb39cc6296f2c9da3963994899c5c34b50965720,-2.8175286806471718
175,76facda8958cbaf5dba09a4d35d3b4de7596a49d,-2.8175286806471718
176,b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,434.7610564650007
177,e887be276bf553575b20ed1a0de8833d9cb7e247,-2.8175286806471718
178,cc8794762ffa592758b5117d67e0d02e2e8b9c49,528.1654629696668
179,894d277c608610fa8c31db531f64582b9569b2e9,408.1708568750285
180,b2e029961aa0f20071b74708e0d97e6f200ec582,458.746606548141
181,12c7d85e168b09a0278df140a22bcb0052a59b0a,363.0463279422181
182,64c4892488a9c6281bdabf467a0b5a6382d248e6,449.3995260249818
183,944e790f6e64eccf6df361247858165f17dd7abb,-2.8175286806471718
184,ac112e94587e6e4249b7182329ee5a5040ae94ea,524.6136624252474
185,a58cf11e498228f9aaca92b0c49f955a6163fb59,429.5356815196762
186,e8c84701c041b7f3b39f3125a0449fa633589fbe,495.3150127044387
187,af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,584.4205975051332
188,c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-2.8175286806471718
189,ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,426.00664871247494
190,e64ad901853230e396be49311ea98121c348fac6,499.08738604569703
191,8532af19be3729ea233c1f29e4c015820fc7fb3a,495.11910831233763
192,6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,468.8241334352292
193,26853fd075fe27954772c3070997635b94f32b83,455.23102951122445
194,3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,537.9176632387687
195,574ec310dee846f9ae8eb278480257d463f6fbcc,483.4109757103192
196,ebb32b8df4ff9b202ba904f310724ce230cb4305,-2.8175286806471718
197,8a46e35787225c3e7adef2b998ad9c93a952106b,555.7269223027415
198,b62bf908b504e8c6898777a7f5b88afed358caea,359.9960992693051
199,10d22971ca4f53fc62d02905809ff1c37fbb68fc,608.8501561548724
200,0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,407.97802938715057
201,cad47b624b484cb16291449cee30707a46c20199,-2.8175286806471718
202,8f2c4684ec70392c718c278b10b04ddfbd4ced1f,501.1877741655398
203,bb6c0df09cb6663f142ce6da382b804353453af2,-2.8175286806471718
204,c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,469.8349490567913
205,7bd0affe1bdd3681a0faecd80a3d48c023b986de,-2.8175286806471718
206,d76614020539405f481c0f5ffb9e6f88a0bf21b7,421.02389648460195
207,5ce2df96a99343819ead41bf242044177439696d,-2.8175286806471718
208,c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-2.8175286806471718
209,a9216c3fc0c0bf14cda0ca26a71c205458b74896,-2.8175286806471718
210,92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,505.1445800174438
211,ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,485.9347841239467
212,176b027cd932b17fcb6f119cfcef338a175062b8,424.2165888933345
213,41474f2dda61d97f38ba79906d3dbcce223d1bd1,525.8334706989056
214,421eb738f9e2ea73e5f4227c915762d6421102ac,-2.8175286806471718
215,1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,463.0293161895419
216,f113b266aeb3cb19dca62ae88de7cc55a13efbf1,88.86365486762429
217,134d96275e3893946c3a0e1d59f86b336fe64f6e,-2.8175286806471718
218,d4e97da32ccb6987ec074aa48c24ce949c05a78c,418.1064223340686
219,fa556e489987a0588e9a8edb5327e2bde1679670,-2.8175286806471718
220,95c1d266a2524560761df98b376c17604733a6ad,507.27833429746505
221,c11c4303d2632cde64105a35554ecb77a8564260,482.21315573067704
222,30ddf113f77266181ef7bf57ea7d4ca3f505fec7,498.95596545427964
223,6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,499.0586593398861
224,3671441f51dc0c3d052e87d6b8beba46bb70bfeb,456.2573183391506
225,580c34923cbde328e0aef1641dd02033fc862c04,490.76865946121654
226,156e1fb82056b0f6953c443446eb4dcceed7c03b,-2.8175286806471718
227,29d8bf198da9caa59047268faca60207da24d1b7,526.6723123932677
228,1b3f80a1cd9fff0408e96169fcaf006936b34fed,495.9511048791284
229,b5932043b62e0c58e16e2cc2c9d5489390e5c895,488.25821067382947
230,99092cc60948943c59d68d62ed81a75a03059113,481.4979092934308
231,fbfc631ae23a558d8dd92916cf2e8b5f923b0681,82.37773921005817
232,dd69fca6f17420dc911016a79e70583ca7ea330d,381.11263757654376
233,d387995af060965fb9d18973f3dbf4904f071066,380.80883701118233
234,27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,476.7139397645721
235,543674772357cf9d8a7a8e7dfb89384af80ec30e,520.0654189543027
236,80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,432.66461257773386
237,dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-2.8175286806471718
238,0736d379ea0962e316ce84cce8e883321be36abb,447.4933189816141
239,98cc842c547c69a0d27776e272fd8b61131b0b37,424.43199948652364
240,890b7696fa85ca2b3e90b3951efec2135e88d5cf,501.420274050485
241,f3c4cd2f095979416fcac08d630fb1b1623ba5d6,625.8938381766911
242,d84b48f7dc7a6e387e6e985525143589754c5b13,396.03744343032446
243,71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,526.806110215425
244,dc4fe9d4124d9278f58f6f999711116a3fe58be7,487.3764576949829
245,f6624d763619c0898b34dc02adf06f53a1721cd0,373.74518107580246
246,60b1c12559860e7ad966da4c4db5c78e17278fc0,507.0673459449964
247,a3f3dcb89101d86171f8bb4f4f57939717cf298a,-2.8175286806471718
248,4f365503582b97ea96462d0d36895a5e7f5926df,424.29411325058066
249,c80869804effb21d50cc8fff3f4c27ba5521240c,405.18637479684645
250,d0f351638d60e84b890a498d69c9a7961cdcdf36,470.2462256233392
251,48e8ec135997ff3676648d5c144c3c7150a7bbb1,415.10817568704795
252,45484014aefd10ea3e4b08fb93e66c251709cca6,466.1897846505657
253,ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,422.0760664062309
254,b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,431.89867961802287
255,25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,560.811372147544
256,0fb75ce5f51e8afaf504c75de131eb31f89faf4f,368.37447943521556
257,26e6e8cec21236dfc21cf98812a3d99a3f87d99b,569.7901767542371
258,c83c66733c5bd90a59996e473bb69e44f6522976,341.1965078922634
259,69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-2.8175286806471718
260,4c373daf5547a6292c4905696c148ec83f95f083,-2.8175286806471718
261,4549620b5459bb28990580f4ca0b4c2adc5b1a68,-2.8175286806471718
262,87f89c855f377c5b100ad2986cc6569e31d94a98,543.3506439471832
263,d0d8601aab147c191ae37365a930c1ed3eb0414b,-2.8175286806471718
264,9a25537903e8e7eab1dfb357903d241e24e86fb8,-2.8175286806471718
265,eaecf3dd32668664e1dcc2d6c7a69042824806a6,466.7913894428052
266,d19fa85793fcb8ae3126d10592c9c57d3b32971f,-2.8175286806471718
267,c59b370d3aa06b68878c836bceac844953d74972,480.8631695990154
268,5a6d397150d1a9e9c82e120f92d1e782da34bddb,-2.8175286806471718
269,b2128312e70fdb830091aecb6b27d82617e2e226,367.8842369550542
270,8257941af168c0cc15f28bd596fd922352dae732,408.02457516370316
271,854ce153823802674f35bbe1ec010b12e9b3a56f,427.49464861807905
272,27f1db4e266b154f6f7fbef9c225fab472652a7b,411.6563797004046
273,11b90bed4a05d11169f308370faf81d6e9ca2c4f,404.7517967555961
274,5c55b7aeae6cb75ec715b4629812175239e45c15,-2.8175286806471718
275,1391c7de937e0fea2ad23ebb111e513bf2aca2af,-2.8175286806471718
276,e9488c35627294cd8f5a809c0667aef7a3f0d465,-2.8175286806471718
277,39c22d725a24b290af887b25175ae0a8d560db4b,-2.8175286806471718
278,e001e1d73163c327a4d800697b1b36cd6921f60d,444.18084769850475
279,b83424ca8973e4b2eebf6eb9e26e842999432d22,400.7869062256704
280,202da3f471204ad489ebf0c3856437337534112d,-2.8175286806471718
281,912d751c54b46c860c5ba61666fc6fc59ca2689d,368.09517419116486
282,8376d681a277c58f06ab633a06eaa66391126246,-2.8175286806471718
283,e114f7b197069bde8e158a0dbeaa022dd0c4e280,448.7272586356907
284,fa84edf183bd459ea9394d77bdc191683a75ff66,558.9904827258165
285,76190ff09a736ff83169394b770699b2709c5a27,508.02334646789177
286,515db15df8581ae72bb8e8358833016adee74e02,463.88125924321264
287,e2a05053c19e6fba60d0e582e6c7f371728a7106,440.9097801314193
288,66c14322296ac259374ec98c5c3bb2bd67ba25e9,-2.8175286806471718
289,2378556841bc8d5746f2b94d6adefc2db20f9518,507.3825763789348
290,1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-2.8175286806471718
291,796d558152d241567f8a72b535a5e36fe78886f3,454.31746756931517
292,1093edca7a04127a6e04570ee9cb58ef1bc0a69a,531.5925639089292
293,3c748fc7a94edb7ac1484373751ffa8574a3281d,404.1905946285473
294,344a6fc8038e291a6371f94963d7a7f5e1c4d55b,327.75648728691993
295,92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-2.8175286806471718
296,10a1e8808e744c619376bff659f859cd71e8c41d,430.71892695007847
297,fc959dafc37dde3f173f083486d84ce5c817443f,460.5217665729887
298,6979d91c0a1903a336c640e14eed100821a0e24d,439.9342671923699
299,d4e37c4c1235ce014392f6c8ba0436f195b9e459,554.4006878506523
300,65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,-2.8175286806471718
301,565a955a60c6073157aa869c0351c626a7171ef3,535.2552040220457
302,5697c01ee87a008056ebc0993a1028b41a26d251,-2.8175286806471718
303,99be797e423b5ae08fe342ea772738f71975df47,632.7748460995938
304,b579ea83f2d6c15b2c717d16a89827d65f39904b,488.8861162073413
305,e9373b5c22567bec508f2fa2580e4dc3ff687caa,551.9805928118888
306,a465af361b68bd536dd8bf61d522b9b21755ab60,495.8216820619016
307,c8feec2a94d996d03534ce935dec7a034667f107,642.437839769711
308,af1890b4dbccbf8b6af56051a39bd4b13d1c971b,451.9580645891747
309,f4f7888cfe88b7a3b0f3d94749921976353ae82c,435.28507757234155
310,cdf60a765205a4e99eab17c72a68ff9cfd019dc6,456.6675075409239
311,2e466f15ac7b80870736fac2d0cf4bd7f362e852,457.64030475404553
312,85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-2.8175286806471718
313,fc83a5c665f70f39b4c7d326118cbf21a898e660,573.4874220021809
314,c26fbd904781a4f6c37a8f8969778f687c6c1424,-2.8175286806471718
315,ced4913c2220be57c54bc9f87bb4f441d5976671,478.39768552206124
316,880ade460a231d722e8bb0e4d17f3c8f77663d37,393.7439978866878
317,7c869f5b89ddf3130c87011b6508ee59e32682c5,398.65649114755763
318,9027f65d4e576928ca59690c280050c53d66506a,637.8675056609684
319,09eb415bcb9842d207139c8bddf32427a134d51e,546.2514581256253
320,f8224c83e27f4921df62876f7ff660b1dab3d974,476.0928942505111
321,628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-2.8175286806471718
322,dfec3182aec0997207e0845b072498065ec89aac,591.9453349265259
323,d653549f6d0ba70e2113b2cc56e9a83e331d2462,545.7200188926515
324,e95674df974af80342f676ca9e3540aecec2b8dc,484.71858227702944
325,f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,505.0166791576821
326,2b7b15015ab18dc51893827c7e3f01d931a70410,-2.8175286806471718
327,22d86e8b43a9412df86ec15ac231b9919e3ec905,467.70482989379036
328,1c61035799f6afe7f44c1fb68567d7a8945c3943,533.0929063164986
329,d5ed4b8732b0d7127a64f7e71137d321c56cc198,436.86582566618125
330,63edbbe59337f861a710bee4fe8a691d231f23da,448.52407534701337
331,f62bf9257782d839d38f84376b79611ed0de655d,-2.8175286806471718
332,cf14952b5b09ad1a9497769e3a08da2fd74c6102,-2.8175286806471718
333,21b8ef230efbfca6b5f15b36a3243d76ed390967,485.08085407434083
334,fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,377.42743278611835
335,467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-2.8175286806471718
336,3de3c134579726fe4606b7a05f82ce19f00adb09,640.4150251156768
337,0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,425.6731039211279
338,bdaf0955746c2cdd3b9ac2538c7502d312fffed8,421.68738264783974
339,520c60d32fd2af8be76abd332859b36d8ae45900,441.86617162658837
340,6cb6e2310b52c2898e500f81bea938446592568b,437.1291360054283
341,0193b535914e1c5a445bede11a408bf1709cd3cb,463.79776941402685
342,f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,518.5326825890147
343,c512a461034cd90a9c5f1a32332b748041cfeba3,-2.8175286806471718
344,6f77bbe0fc418131d06d15f50b30073eae680dbb,-2.8175286806471718
345,9b378e3937af8e97d4753cdf0c8917306354aaaf,494.76174215183215
346,1c92f54a5fe563622a0e23cf116461a7e147efd8,532.2154437118013
347,90facc45f7578775e3278aa0bd4fb59dad4d37c1,446.82145013018805
348,563bd02a1204c85e79026a020ba5af29bce95c12,135.36527683056596
349,c8062c4cc7e023996bd37b87295f5a2957ddb172,460.96450293775445
350,ea7cc5987f9cc7f756d501961f64fa5769013823,-2.8175286806471718
351,f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,595.6940500000792
352,7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,453.80674159802265
353,1b61f7e184c7040ae4cea725153965e1f7f75308,449.5804089136984
354,aea68e00d370c2a0cfd02bf868824dec427bf23a,-2.8175286806471718
355,bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-2.8175286806471718
356,95a9c65324583892b2d1a0c1c5163488f92d4a6d,390.67343274085886
357,5b7e7632cf766876026d0da6aa7c6df77bc13438,445.9336981171445
358,a3be14b06b7aef01331da18e7a1678222b563151,-2.8175286806471718
359,92b8965cf3fb76d11e5061f26e577c23d212b9c5,-2.8175286806471718
360,96fd0462597b8cf21b1e918c1947106cd8359e5d,514.0252834422884
361,5c1cef937c40bf8c30c119160bedde7ef679454e,582.6060618823642
362,27dce80bee1eadbcd82bc7d09adb063e116870f6,-2.8175286806471718
363,271a7e5b703fc3f29f6669415048a760e6355c5b,-2.8175286806471718
364,e39fbeab552a4b6492346d821d095c3a0d691555,448.0737934808852
365,93694c58636eabfe86550e734efb3775ba4d739f,495.6986092658179
366,8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,613.7152010509683
367,6c05e70130682975c1485a862b6e08b895650671,420.0953600900477
368,8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,401.4577367274734
369,15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,358.8398473989618
370,283df09083d3c7bec2590f22355c7ba32ec88623,531.8316303477052
